Issue Key,Issue summary,Work date,Hours,Username,Period,Account Key,Account Name,Account Lead,Account Category,Account Customer,Activity Name,Component,All Components,Version Name,Issue Type,Issue Status,Project Key,Epic,Epic Link,Work Description,Parent Key,Reporter,External Hours,Billed Hours,Issue Original Estimate,Issue Remaining Estimate,,,
VATRO-1923,"Home Aufgaben Eingang, Erteilte Aufgaben and Reminder change column ""Zuteilung Stellvertretung""",2019-11-14,0.5,sergio,,,,,,,1.4.1.0,,,1.4.1.0,New Feature,Closed,VATRO,,,Analysis,,roman,0,0.5,0,0,,,
VATRO-1923,"Home Aufgaben Eingang, Erteilte Aufgaben and Reminder change column ""Zuteilung Stellvertretung""",2019-11-13,1,juanb,,,,,,,1.4.1.0,,,1.4.1.0,New Feature,Closed,VATRO,,,Dev,,roman,0,1,0,0,,,
VATRO-1966,Delete CustomUI of the Schriftgut during Word Export from VATRO,2019-11-13,3.5,juanb,,,,,,,1.4.1.0,,,1.4.1.0,New Feature,Closed,VATRO,,,"Analzing task, discussion,  dev and test.",,roman,0,3.5,0,0,,,
VATRO-1967,Auto Refresh the data of a report(Schriftgut) in the business case,2019-11-13,3.5,juanb,,,,,,,1.4.1.0,,,1.4.1.0,Improvement,Closed,VATRO,,,"Investigating possible alternatives and related commits, dev and test",,roman,0,3.5,,0,,,
VATRO-1925,Document Preview for Schriftgut templates doesn't work,2019-11-13,4,sergio,,,,,,,1.4.1.0,,,1.4.1.0,Bug,Closed,VATRO,,,Testing,,roman,0,4,,0,,,
VATRO-1968,Change Adress IA76 Bogotà in the Adressformator,2019-11-13,1,sergio,,,,,,,1.4.1.0,,,1.4.1.0,Bug,Closed,VATRO,,,Analysis (search),,roman,0,1,,0,,,
VATRO-1960,Validation of the Birth Date,2019-11-13,3,sergio,,,,,,,1.4.1.0,,,1.4.1.0,New Feature,Closed,VATRO,,,"Dev, test and commit",,roman,0,3,0,0,,,
VATRO-1967,Auto Refresh the data of a report(Schriftgut) in the business case,2019-11-12,3,juanb,,,,,,,1.4.1.0,,,1.4.1.0,Improvement,Closed,VATRO,,,Implementing,,roman,0,3,,0,,,
VATRO-1955,Mandatory fields are placed at the left top corner of the Zone in which the fields are,2019-11-8,1.5,raul,,,,,,,1.4.0.0,,,1.4.0.0,Bug,Closed,VATRO,,,Testing,,roman,0,1.5,,0,,,
VATRO-1872,"Null pointer exception, loading in IsVisible callback",2019-11-7,3,ramon,,,,,,,1.4.1.0,,,1.4.1.0,Bug,Closed,VATRO,,,Dev,,simon,0,3,,0,,,
,,,406.5,,,,,,,,,,,,,,,,,,,,,,,,,,
VATRO-2026,GESCHAFT - Page GESCHAEFTE IN DIESEM DOSSIER > Check the columns server changes in the Hitlist,2020-1-7,3,lorenzo,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Change view,VATRO-1994,sergio,0,3,,0,,,
VATRO-2026,GESCHAFT - Page GESCHAEFTE IN DIESEM DOSSIER > Check the columns server changes in the Hitlist,2020-1-3,3,marcial,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Analysis and support.,VATRO-1994,sergio,0,3,,0,,,
VATRO-2045,"Print ""Document number"" on first page of each document",2020-1-3,4,emmanuel,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,solving the issue. testing.,VATRO-1980,simon,0,4,,0,,,
VATRO-1969,"Change in the Column ""Zugeteilt durch"" in the Home (Aufgaben Eingang, Erteilte Aufgaben and Reminder)",2020-1-7,3,emmanuel,,,,,,,1.4.1.0,,,1.4.1.0,Improvement,Closed,VATRO,,,working on the task.,,roman,0,3,,0,,,
VATRO-1969,"Change in the Column ""Zugeteilt durch"" in the Home (Aufgaben Eingang, Erteilte Aufgaben and Reminder)",2020-1-3,3,emmanuel,,,,,,,1.4.1.0,,,1.4.1.0,Improvement,Closed,VATRO,,,analyzing.,,roman,0,3,,0,,,
VATRO-2045,"Print ""Document number"" on first page of each document",2020-1-2,4.5,emmanuel,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,"Analyzing issue. The ""Document number"" is not being printed on the documents.",VATRO-1980,simon,0,4.5,,0,,,
VATRO-2047,Create a new column for showing the creator of the assignment.,2020-1-7,3,alvaro,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Working on new column,VATRO-1969,emmanuel,0,3,,0,,,
VATRO-2034,bug for replacement worker and handling with tasks,2020-1-7,2.5,sergio,,,,,,,1.4.1.0,,,1.4.1.0,Bug,Closed,VATRO,,,"Analysis, dev",,roman,0,2.5,0,0,,,
VATRO-2041,"Dynamic document ""Table of Content""",2020-1-7,0.5,sergio,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Analysis,VATRO-1980,simon,0,0.5,,0,,,
VATRO-2026,GESCHAFT - Page GESCHAEFTE IN DIESEM DOSSIER > Check the columns server changes in the Hitlist,2020-1-7,4,josel,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,"Added columns Suchbegriff, Schlagwort, and Schlüsselwort",VATRO-1994,sergio,0,4,,0,,,
VATRO-2043,Create SOAP project with different types Dossier-typ,2020-1-7,6,jesus,,,,,,,Unklar,,,Unklar,Package,In Progress,VATRO,,,Soap project,,isabel,0,6,,0,,,
VATRO-2026,GESCHAFT - Page GESCHAEFTE IN DIESEM DOSSIER > Check the columns server changes in the Hitlist,2020-1-7,5,sergio,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,"- Reasearch and solution for DataXPDecimal proxy error
- New VATRO proxy
- Management VATRO task (help jose luis)
- Help Juan with proxy generating solution for OX5Accounting",VATRO-1994,sergio,0,5,,0,,,
VATRO-1994,Changes in several Grids of the business Case (Geschäft),2020-1-3,1,sergio,,,,,,,1.4.1.0,,,1.4.1.0,New Feature,Closed,VATRO,,,Proxy generation errors (dotNet oracle conector license expired),,roman,0,1,,0,,,
VATRO-1994,Changes in several Grids of the business Case (Geschäft),2020-1-3,1,sergio,,,,,,,1.4.1.0,,,1.4.1.0,New Feature,Closed,VATRO,,,Test and management,,roman,0,1,,0,,,
VATRO-2026,GESCHAFT - Page GESCHAEFTE IN DIESEM DOSSIER > Check the columns server changes in the Hitlist,2020-1-3,5,sergio,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,"Dev, research and test",VATRO-1994,sergio,0,5,,0,,,
VATRO-2020,GESCHAFT - Hitlist - Excel Export doesn't work,2020-1-3,1,sergio,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Dev and test,VATRO-1994,sergio,0,1,,0,,,
VATRO-2018,GESCHAFT - Page GESCHAEFTE IN DIESEM DOSSIER > Column Changes in the Hitlist,2020-1-3,5,lorenzo,,,,,,,1.4.1.0,database-structure-project,database-structure-project,1.4.1.0,Sub-task,Closed,VATRO,,,Changes on view,VATRO-1994,sergio,0,5,,0,,,
VATRO-2004,SUCHE EMA > Column Changes in the Hitlist,2020-1-2,2.5,marcial,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Setting default visibility for columns.,VATRO-1995,sergio,0,2.5,,0,,,
VATRO-2026,GESCHAFT - Page GESCHAEFTE IN DIESEM DOSSIER > Check the columns server changes in the Hitlist,2020-1-2,1,marcial,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Supporting Lorenzo.,VATRO-1994,sergio,0,1,,0,,,
VATRO-2024,GESCHAFT - Page AKTEN-UEBERSICHT > Check the columns server changes in the Hitlist,2020-1-3,1,josel,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Check changes and add default visibility attributes in columns.,VATRO-1994,sergio,0,1,,0,,,
VATRO-2021,GESCHAFT - Page AUFGABEN > Check the columns server changes in the Hitlist,2020-1-3,1,josel,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Check changes and add default visibility attributes in columns.,VATRO-1994,sergio,0,1,,0,,,
VATRO-2022,GESCHAFT - Page FALL-EMA> Check the columns server changes in the Hitlist,2020-1-3,1,josel,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Check changes and add default visibility attributes in columns.,VATRO-1994,sergio,0,1,,0,,,
VATRO-2023,GESCHAFT - Page CONTROLLING > Check the columns server changes in the Hitlist,2020-1-3,1,josel,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Check changes and add default visibility attributes in columns.,VATRO-1994,sergio,0,1,,0,,,
VATRO-2025,GESCHAFT - Page AKTENPAKETE-UEBERSICHT > Check the columns server changes in the Hitlist,2020-1-3,1,josel,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Check changes and add default visibility attributes in columns.,VATRO-1994,sergio,0,1,,0,,,
VATRO-2011,SUCHE EMA > Check the column server changes in the Hitlist,2020-1-3,1,josel,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Check the column changes in the Hitlist,VATRO-1995,sergio,0,1,,0,,,
VATRO-2016,GESCHAFT - Page  AKTEN-UEBERSICHT> Column Changes in the Hitlist,2020-1-2,1,marcial,,,,,,,1.4.1.0,database-structure-project,database-structure-project,1.4.1.0,Sub-task,Closed,VATRO,,,Management.,VATRO-1994,sergio,0,1,,0,,,
VATRO-2002,SUCHE DOKUMENTE > Column Changes in the Hitlist,2020-1-2,1,marcial,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Setting default visibility for column.,VATRO-1995,sergio,0,1,,0,,,
VATRO-2003,SUCHE AUFGABEN > Column Changes in the Hitlist,2020-1-2,1,marcial,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Setting default visibility for column.,VATRO-1995,sergio,0,1,,0,,,
VATRO-2001,SUCHE PERSONEN > Column Changes in the Hitlist,2020-1-2,1,marcial,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Fixing column name.,VATRO-1995,sergio,0,1,,0,,,
VATRO-2024,GESCHAFT - Page AKTEN-UEBERSICHT > Check the columns server changes in the Hitlist,2020-1-2,8,sergio,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,"Dev, test and commit
Problems found in the proxy generator",VATRO-1994,sergio,0,8,,0,,,
VATRO-2009,SUCHE DOKUMENTE> Check the column server changes in the Hitlist,2020-1-2,1,josel,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Check the column changes in the Hitlist,VATRO-1995,sergio,0,1,,0,,,
VATRO-2008,SUCHE PERSONEN> Check the column server changes in the Hitlist,2020-1-2,1,josel,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Check the column changes in the Hitlist,VATRO-1995,sergio,0,1,,0,,,
VATRO-2007,SUCHE GESCHAEFTE> Check the column server changes in the Hitlist,2020-1-2,1,josel,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Check the column changes in the Hitlist,VATRO-1995,sergio,0,1,,0,,,
VATRO-2011,SUCHE EMA > Check the column server changes in the Hitlist,2020-1-2,3,josel,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Check the column changes in the Hitlist,VATRO-1995,sergio,0,3,,0,,,
VATRO-2010,SUCHE AUFGABEN> Check the column server changes in the Hitlist,2020-1-2,1,josel,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Check the column changes in the Hitlist,VATRO-1995,sergio,0,1,,0,,,
VATRO-2012,SUCHE CONTROLLING > Check the column server changes in the Hitlist,2020-1-2,1,josel,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Check the column changes in the Hitlist,VATRO-1995,sergio,0,1,,0,,,
VATRO-2018,GESCHAFT - Page GESCHAEFTE IN DIESEM DOSSIER > Column Changes in the Hitlist,2020-1-2,8,lorenzo,,,,,,,1.4.1.0,database-structure-project,database-structure-project,1.4.1.0,Sub-task,Closed,VATRO,,,Change view,VATRO-1994,sergio,0,8,,0,,,
VATRO-2000,SUCHE GESCHAEFTE > Column Changes in the Hitlist,2019-12-20,2,lorenzo,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Develop changes and bugs with Alvaro,VATRO-1995,sergio,0,2,,3,,,
VATRO-2000,SUCHE GESCHAEFTE > Column Changes in the Hitlist,2019-12-30,6,lorenzo,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Develop changes and bugs with Alvaro,VATRO-1995,sergio,0,6,,3,,,
VATRO-2000,SUCHE GESCHAEFTE > Column Changes in the Hitlist,2019-12-31,6,lorenzo,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Develop changes and bugs with Alvaro,VATRO-1995,sergio,0,6,,3,,,
VATRO-2018,GESCHAFT - Page GESCHAEFTE IN DIESEM DOSSIER > Column Changes in the Hitlist,2019-12-31,2,lorenzo,,,,,,,1.4.1.0,database-structure-project,database-structure-project,1.4.1.0,Sub-task,Closed,VATRO,,,Change view,VATRO-1994,sergio,0,2,,0,,,
VATRO-1994,Changes in several Grids of the business Case (Geschäft),2019-12-31,1,ramon,,,,,,,1.4.1.0,,,1.4.1.0,New Feature,Closed,VATRO,,,Dev,,roman,0,1,,0,,,
VATRO-2045,"Print ""Document number"" on first page of each document",2019-12-31,3.5,ignacio,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Document numbering,VATRO-1980,simon,0,3.5,,0,,,
VATRO-2045,"Print ""Document number"" on first page of each document",2019-12-30,2,ignacio,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Analysis,VATRO-1980,simon,0,2,,0,,,
VATRO-2041,"Dynamic document ""Table of Content""",2019-12-31,0.5,ignacio,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Analysis,VATRO-1980,simon,0,0.5,,0,,,
VATRO-2046,use different document date depending on type,2019-12-31,2.5,ignacio,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Changes and tests,VATRO-1980,simon,0,2.5,,0,,,
VATRO-2037,Document step: title and date shall be editable,2019-12-30,5,ignacio,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Edit issues,VATRO-1980,simon,0,5,,0,,,
VATRO-2007,SUCHE GESCHAEFTE> Check the column server changes in the Hitlist,2019-12-31,8,josel,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Checking and adapting new columns.,VATRO-1995,sergio,0,8,,0,,,
VATRO-2024,GESCHAFT - Page AKTEN-UEBERSICHT > Check the columns server changes in the Hitlist,2019-12-31,3,sergio,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Dev,VATRO-1994,sergio,0,3,,0,,,
VATRO-2000,SUCHE GESCHAEFTE > Column Changes in the Hitlist,2019-12-31,5,alvaro,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Fixing some fields and reordering them to client server,VATRO-1995,sergio,0,5,,3,,,
VATRO-2024,GESCHAFT - Page AKTEN-UEBERSICHT > Check the columns server changes in the Hitlist,2019-12-31,3,ramon,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Dev,VATRO-1994,sergio,0,3,,0,,,
VATRO-2026,GESCHAFT - Page GESCHAEFTE IN DIESEM DOSSIER > Check the columns server changes in the Hitlist,2019-12-31,4,ramon,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Dev,VATRO-1994,sergio,0,4,,0,,,
VATRO-2025,GESCHAFT - Page AKTENPAKETE-UEBERSICHT > Check the columns server changes in the Hitlist,2019-12-31,5,sergio,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,"Analysis, dev, test and commit",VATRO-1994,sergio,0,5,,0,,,
VATRO-2026,GESCHAFT - Page GESCHAEFTE IN DIESEM DOSSIER > Check the columns server changes in the Hitlist,2019-12-30,5,ramon,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Dev,VATRO-1994,sergio,0,5,,0,,,
VATRO-2008,SUCHE PERSONEN> Check the column server changes in the Hitlist,2019-12-30,2,josel,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Check and adapt columns.,VATRO-1995,sergio,0,2,,0,,,
VATRO-2018,GESCHAFT - Page GESCHAEFTE IN DIESEM DOSSIER > Column Changes in the Hitlist,2019-12-30,2,lorenzo,,,,,,,1.4.1.0,database-structure-project,database-structure-project,1.4.1.0,Sub-task,Closed,VATRO,,,Analyse,VATRO-1994,sergio,0,2,,0,,,
VATRO-2000,SUCHE GESCHAEFTE > Column Changes in the Hitlist,2019-12-30,8,alvaro,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,added and fixeds fields missing,VATRO-1995,sergio,0,8,,3,,,
VATRO-2011,SUCHE EMA > Check the column server changes in the Hitlist,2019-12-30,3,josel,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Adapting special columns,VATRO-1995,sergio,0,3,,0,,,
VATRO-2009,SUCHE DOKUMENTE> Check the column server changes in the Hitlist,2019-12-30,4,ramon,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Dev,VATRO-1995,sergio,0,4,,0,,,
VATRO-2001,SUCHE PERSONEN > Column Changes in the Hitlist,2019-12-30,4,marcial,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,"Development, deployment and testing on dev.",VATRO-1995,sergio,0,4,,0,,,
VATRO-2001,SUCHE PERSONEN > Column Changes in the Hitlist,2019-12-27,8,marcial,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Development.,VATRO-1995,sergio,0,8,,0,,,
VATRO-2000,SUCHE GESCHAEFTE > Column Changes in the Hitlist,2019-12-27,5,alvaro,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,adding new fields,VATRO-1995,sergio,0,5,,3,,,
VATRO-2009,SUCHE DOKUMENTE> Check the column server changes in the Hitlist,2019-12-27,3,ramon,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Dev,VATRO-1995,sergio,0,3,,0,,,
VATRO-1995,Column Changes in the Hitlist for VATRO Searches ,2019-12-27,4,ramon,,,,,,,1.4.1.0,,,1.4.1.0,New Feature,Closed,VATRO,,,Dev,,roman,0,4,,0,,,
VATRO-2010,SUCHE AUFGABEN> Check the column server changes in the Hitlist,2019-12-27,1,ramon,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Dev,VATRO-1995,sergio,0,1,,0,,,
VATRO-2003,SUCHE AUFGABEN > Column Changes in the Hitlist,2019-12-27,3,alvaro,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Fixed missing column. wohinZustaendigCd should now appear in service.,VATRO-1995,sergio,0,3,,0,,,
VATRO-2002,SUCHE DOKUMENTE > Column Changes in the Hitlist,2019-12-26,5,marcial,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Development.,VATRO-1995,sergio,0,5,,0,,,
VATRO-2024,GESCHAFT - Page AKTEN-UEBERSICHT > Check the columns server changes in the Hitlist,2019-12-23,2.5,ramon,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Dev,VATRO-1994,sergio,0,2.5,,0,,,
VATRO-2010,SUCHE AUFGABEN> Check the column server changes in the Hitlist,2019-12-26,1,ramon,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Dev,VATRO-1995,sergio,0,1,,0,,,
VATRO-2010,SUCHE AUFGABEN> Check the column server changes in the Hitlist,2019-12-26,9,ramon,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Dev,VATRO-1995,sergio,0,9,,0,,,
VATRO-2000,SUCHE GESCHAEFTE > Column Changes in the Hitlist,2019-12-26,8,alvaro,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Working on issue,VATRO-1995,sergio,0,8,,3,,,
VATRO-2017,GESCHAFT - Page  AKTENPAKETE-UEBERSICHT > Column Changes in the Hitlist,2019-12-26,3,marcial,,,,,,,1.4.1.0,database-structure-project,database-structure-project,1.4.1.0,Sub-task,Closed,VATRO,,,Changing DB view.,VATRO-1994,sergio,0,3,,0,,,
VATRO-2002,SUCHE DOKUMENTE > Column Changes in the Hitlist,2019-12-24,5,marcial,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Development.,VATRO-1995,sergio,0,5,,0,,,
VATRO-2002,SUCHE DOKUMENTE > Column Changes in the Hitlist,2019-12-23,8,marcial,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Development.,VATRO-1995,sergio,0,8,,0,,,
VATRO-2016,GESCHAFT - Page  AKTEN-UEBERSICHT> Column Changes in the Hitlist,2019-12-24,3,marcial,,,,,,,1.4.1.0,database-structure-project,database-structure-project,1.4.1.0,Sub-task,Closed,VATRO,,,Changing DB view.,VATRO-1994,sergio,0,3,,0,,,
VATRO-2011,SUCHE EMA > Check the column server changes in the Hitlist,2019-12-24,4,josel,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Checked columns and develop changes in client.,VATRO-1995,sergio,0,4,,0,,,
VATRO-2000,SUCHE GESCHAEFTE > Column Changes in the Hitlist,2019-12-24,8,alvaro,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,working on it,VATRO-1995,sergio,0,8,,3,,,
VATRO-2012,SUCHE CONTROLLING > Check the column server changes in the Hitlist,2019-12-24,7.5,ramon,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Dev,VATRO-1995,sergio,0,7.5,,0,,,
VATRO-1923,"Home Aufgaben Eingang, Erteilte Aufgaben and Reminder change column ""Zuteilung Stellvertretung""",2019-12-24,0.5,ramon,,,,,,,1.4.1.0,,,1.4.1.0,New Feature,Closed,VATRO,,,Dev,,roman,0,0.5,0,0,,,
VATRO-1979,Additional Grid Columns for Home and each grid in the Home,2019-12-23,6,ramon,,,,,,,1.4.1.0,,,1.4.1.0,New Feature,Closed,VATRO,,,Dev,,roman,0,6,,0,,,
VATRO-2000,SUCHE GESCHAEFTE > Column Changes in the Hitlist,2019-12-23,8,alvaro,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,developing task,VATRO-1995,sergio,0,8,,3,,,
VATRO-2002,SUCHE DOKUMENTE > Column Changes in the Hitlist,2019-12-20,2,marcial,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Development.,VATRO-1995,sergio,0,2,,0,,,
VATRO-2001,SUCHE PERSONEN > Column Changes in the Hitlist,2019-12-23,8,manuel,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Adapt query with new fields,VATRO-1995,sergio,0,8,,0,,,
VATRO-1996,Opening a business case from the Home Module directly,2019-12-12,4,stella,,,,,,,1.4.1.0,,,1.4.1.0,New Feature,Closed,VATRO,,,"Add the button at the topbar grid, to open directly a ""Auftrag""",,roman,0,4,16,2.5,,,
VATRO-2001,SUCHE PERSONEN > Column Changes in the Hitlist,2019-12-20,3,manuel,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Adapt query with new fields,VATRO-1995,sergio,0,3,,0,,,
VATRO-2000,SUCHE GESCHAEFTE > Column Changes in the Hitlist,2019-12-19,1,lorenzo,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Changes on search,VATRO-1995,sergio,0,1,,3,,,
VATRO-2002,SUCHE DOKUMENTE > Column Changes in the Hitlist,2019-12-19,5.5,marcial,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Development.,VATRO-1995,sergio,0,5.5,,0,,,
VATRO-1999,New requirements in search MyFavouriteEntityOutputDTO,2019-12-20,2,alvaro,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Development,VATRO-1979,ramon,0,2,,0,,,
VATRO-2003,SUCHE AUFGABEN > Column Changes in the Hitlist,2019-12-20,3,sergio,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Review and meeting to explain the tasks and distribution of tasks,VATRO-1995,sergio,0,3,,0,,,
VATRO-1979,Additional Grid Columns for Home and each grid in the Home,2019-12-20,3,ramon,,,,,,,1.4.1.0,,,1.4.1.0,New Feature,Closed,VATRO,,,Dev,,roman,0,3,,0,,,
VATRO-2036,Create a new list for the connected Business cases of the Dossier in the Business Cases,2019-12-18,8,ramon,,,,,,,1.4.1.0,,,1.4.1.0,New Feature,Closed,VATRO,,,Dev,,roman,0,8,,1,,,
VATRO-1997,New requirements in search AufgabeOutputDTO,2019-12-19,3,lorenzo,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Review changes,VATRO-1979,ramon,0,3,,0,,,
VATRO-2016,GESCHAFT - Page  AKTEN-UEBERSICHT> Column Changes in the Hitlist,2019-12-18,8,lorenzo,,,,,,,1.4.1.0,database-structure-project,database-structure-project,1.4.1.0,Sub-task,Closed,VATRO,,,Waiting to client task,VATRO-1994,sergio,0,8,,0,,,
VATRO-2000,SUCHE GESCHAEFTE > Column Changes in the Hitlist,2019-12-19,4,lorenzo,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Develop changes on translations and change for wohin,VATRO-1995,sergio,0,4,,3,,,
VATRO-2023,GESCHAFT - Page CONTROLLING > Check the columns server changes in the Hitlist,2019-12-19,2,sergio,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Dev and test,VATRO-1994,sergio,0,2,,0,,,
VATRO-2022,GESCHAFT - Page FALL-EMA> Check the columns server changes in the Hitlist,2019-12-19,6,sergio,,,,,,,1.4.1.0,client-app,client-app,1.4.1.0,Sub-task,Closed,VATRO,,,Dev and testing,VATRO-1994,sergio,0,6,,0,,,
VATRO-1979,Additional Grid Columns for Home and each grid in the Home,2019-12-19,2,ramon,,,,,,,1.4.1.0,,,1.4.1.0,New Feature,Closed,VATRO,,,Dev,,roman,0,2,,0,,,
VATRO-2036,Create a new list for the connected Business cases of the Dossier in the Business Cases,2019-12-19,6,ramon,,,,,,,1.4.1.0,,,1.4.1.0,New Feature,Closed,VATRO,,,Dev,,roman,0,6,,1,,,
VATRO-1999,New requirements in search MyFavouriteEntityOutputDTO,2019-12-19,8,alvaro,,,,,,,1.4.1.0,,,1.4.1.0,Sub-task,Closed,VATRO,,,Modify view scripts and code in order to recover the new fields,VATRO-1979,ramon,0,8,,0,,,
VATRO-2043,Create SOAP project with different types Dossier-typ,2019-12-19,5,jesus,,,,,,,Unklar,,,Unklar,Package,In Progress,VATRO,,,Soap project,,isabel,0,5,,0,,,
